Artist,Album,Track,Song_Length_Sec
Marisa Monte,Live At Donington 1992 (Disc 1),From Here To Eternity,284
Men At Work,No Prayer For The Dying,Bring Your Daughter... ...To The Slaughter,284
Milton Nascimento,Minha História,Chão De Estrelas,284
Nega Gizza,Vs.,Rearviewmirror,284
Ney Matogrosso,Carnaval 2001,Aguia De Ouro 2001,284
Ney Matogrosso,Carnaval 2001,Morro Da Casa Verde 2001,284
Ney Matogrosso,Carnaval 2001,Nene 2001,284
Ney Matogrosso,Carnaval 2001,Rosas De Ouro 2001,284
Paul D'Ianno,Synkronized,Planet Home,284
R.E.M.,Cafezinho,Pura Elegancia,284
Santana Feat. Dave Matthews,Fireball,Anyone's Daughter,284
Smashing Pumpkins,IV,Four Sticks,284
"Terry Bozzio, Tony Levin & Steve Stevens",Presence,Hots On For Nowhere,284
Toquinho & Vinícius,Djavan Ao Vivo - Vol. 1,Acelerou,284
Vinícius E Qurteto Em Cy,Unplugged,Expresso 2222,284
Vinícius E Qurteto Em Cy,Unplugged,Parabolicamará,284
Audioslave,Warner 25 Anos,Garota De Ipanema,285
Barry Wordsworth & BBC Concert Orchestra,Acústico,Diversão,285
Cake,Retrospective I (1974-1980),The Trees,285
Chico Buarque,Black Sabbath Vol. 4 (Remaster),Supernaut,285
Cidade Negra,Chemical Wedding,The Tower,285
"Equale Brass Ensemble, John Eliot Gardiner & Munich Monteverdi Orchestra and Choir",Muso Ko,Din Din Wo (Little Child),285
Funk Como Le Gusta,Quanta Gente Veio Ver (Live),Estrela (Live),285
Gilberto Gil,Cidade Negra - Hits,A Sombra Da Maldade,285
Incognito,American Idiot,Wake Me Up When September Ends,285
James Levine,Pop,Last Night On Earth,285
Jorge Ben,Supernatural,Put Your Lights On,285
Orchestre Révolutionnaire et Romantique & John Eliot Gardiner,Voodoo Lounge,Sweethearts Together,285
The 12 Cellists of The Berlin Philharmonic,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Batalha Naval,285
Vinícius E Qurteto Em Cy,Unplugged,Layla,285
Whitesnake,Ride The Lightning,Fight Fire With Fire,285
"Anne-Sophie Mutter, Herbert Von Karajan & Wiener Philharmoniker",Live [Disc 1],Midnight From The Inside Out,286
Apocalyptica,Facelift,Man In The Box,286
Aquaman,Minas,Idolatrada,286
Chico Buarque,Black Sabbath Vol. 4 (Remaster),Changes,286
Gene Krupa,Djavan Ao Vivo - Vol. 02,Se...,286
Hermeto Pascoal,The Best of Ed Motta,Entre E Ouça,286
Los Lonely Boys,Motley Crue Greatest Hits,Primal Scream,286
Luciana Souza/Romero Lubambo,Judas 0: B-Sides and Rarities,Blissed & Gone,286
Milton Nascimento & Bebeto,Da Lama Ao Caos,Rios Pontes & Overdrives,286
"Academy of St. Martin in the Fields, Sir Neville Marriner & Thurston Dart",20th Century Masters - The Millennium Collection: The Best of Scorpions,Tease Me Please Me,287
"Academy of St. Martin in the Fields, Sir Neville Marriner & William Bennett",War,Like A Song...,287
Banda Black Rio,Heart of the Night,Surrender,287
Big & Rich,Acústico MTV,Vulcão Dub - Fui Eu,287
Corinne Bailey Rae,From The Muddy Banks Of The Wishkah [Live],Smells Like Teen Spirit,287
Jamiroquai,Use Your Illusion II,Pretty Tied Up,287
Milton Nascimento,Minha História,Ando Meio Desligado,287
Ney Matogrosso,Carnaval 2001,Tucuruvi 2001,287
Orchestra of The Age of Enlightenment,B-Sides 1980-1990,Dancing Barefoot,287
Pedro Luís & A Parede,Garage Inc. (Disc 1),The More I See,287
Royal Philharmonic Orchestra & Sir Thomas Beecham,No Security,The Last Time,287
Santana Feat. Lauryn Hill & Cee-Lo,Purpendicular,Soon Forgotten,287
Stevie Ray Vaughan & Double Trouble,Led Zeppelin II,Thank You,287
Stevie Ray Vaughan & Double Trouble,Led Zeppelin II,What Is And What Should Never Be,287
Yehudi Menuhin,Instant Karma: The Amnesty International Campaign to Save Darfur,Mother,287
BackBeat,Plays Metallica By Four Cellos,Sad But True,288
Banda Black Rio,Heart of the Night,J Squared,288
Chicago Symphony Orchestra & Fritz Reiner,All That You Can't Leave Behind,Peace On Earth,288
Dennis Chambers,In Your Honor [Disc 1],Resolve,288
Lulu Santos,Killers,Drifter,288
Planet Hemp,Surfing with the Alien (Remastered),Lords of Karma,288
"Chicago Symphony Chorus, Chicago Symphony Orchestra & Sir Georg Solti",Transmission,Emerald,289
Faith No More,The Colour And The Shape,February Stars,289
Funk Como Le Gusta,Quanta Gente Veio Ver (Live),Copacabana (Live),289
Gilberto Gil,Cidade Negra - Hits,Na Frente Da TV,289
Joe Satriani,A Real Dead One,Where Eagles Dare,289
Orchestra of The Age of Enlightenment,B-Sides 1980-1990,Walk To The Water,289
Pearl Jam,The Return Of The Space Cowboy,Half The Man,289
Queen,Up An' Atom,Imagination,289
R.E.M. Feat. Kate Pearson,Jorge Ben Jor 25 Anos,Taj Mahal,289
Sir Georg Solti & Wiener Philharmoniker,My Generation - The Very Best Of The Who,5.15,289
Yo-Yo Ma,Beyond Good And Evil,Nico,289
Academy of St. Martin in the Fields Chamber Ensemble & Sir Neville Marriner,The Police Greatest Hits,Message in a Bottle (new classic rock mix),290
"Emanuel Ax, Eugene Ormandy & Philadelphia Orchestra",How To Dismantle An Atomic Bomb,Love And Peace Or Else,290
Ozzy Osbourne,Virtual XI,Lightning Strikes Twice,290
Raimundos,Living After Midnight,Metal Meltdown,290
Santana Feat. Rob Thomas,Machine Head,Maybe I'm A Leo,290
Simply Red,Houses Of The Holy,Over The Hills And Far Away,290
Snow Patrol,Diary of a Madman (Remastered),Flying High Again,290
The Cult,A TempestadeTempestade Ou O Livro Dos Dias,1º De Julho,290
The Police,Greatest Hits,Black Velveteen,290
Vinícius De Moraes & Baden Powell,Elis Regina-Minha História,Aprendendo A Jogar,290
Academy of St. Martin in the Fields Chamber Ensemble & Sir Neville Marriner,The Police Greatest Hits,Message in a Bottle,291
Antal Doráti & London Symphony Orchestra,"The Best Of Van Halen, Vol. I",Dreams,291
Black Label Society,Out Of Exile,Out Of Exile,291
Jorge Ben,Supernatural,El Farol,291
Os Cariocas,Into The Light,Slave,291
Temple of the Dog,Morning Dance,Starburst,291
Tim Maia,Barulhinho Bom,O Xote Das Meninas,291
"Chicago Symphony Chorus, Chicago Symphony Orchestra & Sir Georg Solti",Transmission,Babylon,292
Falamansa,My Way: The Best Of Frank Sinatra [Disc 1],Mack The Knife,292
Foo Fighters,Roda De Funk,Forty Days Instrumental,292
James Levine,Pop,Wake Up Dead Man,292
Jorge Ben,Supernatural,Wishing It Was,292
Lost,Garage Inc. (Disc 2),Stone Dead Forever,292
Mötley Crüe,Rock In Rio [CD2],Run To The Hills,292
Nicolaus Esterhazy Sinfonia,A-Sides,Burden In My Hand,292
Raimundos,Living After Midnight,Ram It Down,292
Santana Feat. Eric Clapton,Vault: Def Leppard's Greatest Hits,Pour Some Sugar On Me,292
Stereo Maracana,Californication,Savior,292
The Posies,O Samba Poconé,Um Dia Qualquer,292
Academy of St. Martin in the Fields Chamber Ensemble & Sir Neville Marriner,The Police Greatest Hits,Don't Stand So Close to Me '86,293
Antônio Carlos Jobim,Jagged Little Pill,Wake Up,293
Barry Wordsworth & BBC Concert Orchestra,Acústico,Televisão,293
Creedence Clearwater Revival,King For A Day Fool For A Lifetime,Evidence,293
Djavan,In Your Honor [Disc 2],Razor,293
James Levine,Pop,Miami,293
Joe Satriani,A Real Dead One,Sanctuary,293
Nação Zumbi,Cesta Básica,Esporrei Na Manivela,293
Olodum,The Number of The Beast,The Number Of The Beast,293
Os Cariocas,Into The Light,Cry For Love,293
Passengers,Emergency On Planet Earth,"If I Like It, I Do It",293
Santana Feat. Everlast,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Call Of The Wild,293
Vinícius E Qurteto Em Cy,Unplugged,A Paz,293
Xis,Ten,Evenflow,293
Aaron Goldberg,Rotten Apples: Greatest Hits,Eye,294
Billy Cobham,Audioslave,Like a Stone,294
Body Count,The Best Of Billy Cobham,Moon germs,294
Cássia Eller,The Real Thing,Epic,294
Godsmack,Quanta Gente Veio ver--Bônus De Carnaval,Lamento De Carnaval,294
Joe Satriani,A Real Dead One,The Number Of The Beast,294
Legião Urbana,Fear Of The Dark,The Fugitive,294
Marisa Monte,Live At Donington 1992 (Disc 1),The Number Of The Beast,294
"Mela Tenenbaum, Pro Musica Prague & Richard Kapp",Revelations,"Band Members Discuss Tracks from ""Revelations""",294
Motörhead,Piece Of Mind,Still Life,294
O Rappa,Greatest Hits II,The Miracle,294
Orchestra of The Age of Enlightenment,B-Sides 1980-1990,Unchained Melody,294
UB40,Load,Cure,294
Various Artists,Prenda Minha,Mel,294
Alice In Chains,Big Ones,Walk On Water,295
Banda Black Rio,Heart of the Night,Westwood Moon,295
Ben Harper,Blizzard of Ozz,Crazy Train,295
Funk Como Le Gusta,Quanta Gente Veio Ver (Live),Is This Love (Live),295
Hermeto Pascoal,The Best of Ed Motta,Do You Have Other Loves?,295
Lost,Garage Inc. (Disc 2),The Wait,295
Maurizio Pollini,The Best Of 1980-1990,The Unforgettable Fire,295
Philharmonia Orchestra & Sir Neville Marriner,Speak of the Devil,Snowblind,295
Sabotage E Instituto,By The Way,Midnight,295
Santana Feat. Everlast,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,The Unwritten Law,295
Seu Jorge,Blood Sugar Sex Magik,Breaking The Girl,295
The Cult,A TempestadeTempestade Ou O Livro Dos Dias,Soul Parsifal,295
The Police,Greatest Hits,Believe,295
Toquinho & Vinícius,Djavan Ao Vivo - Vol. 1,Serrado,295
Vinícius E Qurteto Em Cy,Unplugged,Beira Mar,295
Aisha Duo,Santana - As Years Go By,Soul Sacrifice,296
Banda Black Rio,Heart of the Night,Valentino's,296
Barry Wordsworth & BBC Concert Orchestra,Acústico,Os Cegos Do Castelo,296
Chicago Symphony Orchestra & Fritz Reiner,All That You Can't Leave Behind,Walk On,296
David Coverdale,"Chronicle, Vol. 2",Wrote A Song For Everyone,296
Los Hermanos,Out Of Time,Low,296
Ney Matogrosso,Carnaval 2001,Sao Lucas 2001,296
O Terço,Somewhere in Time,De Ja Vu,296
Santana Feat. Eric Clapton,Vault: Def Leppard's Greatest Hits,Let's Get Rocked,296
Smashing Pumpkins,IV,Black Dog,296
Stone Temple Pilots,Led Zeppelin III,Gallows Pole,296
Charlie Brown Jr.,Greatest Hits I,Somebody To Love,297
Nicolaus Esterhazy Sinfonia,A-Sides,Loud Love,297
O Rappa,Greatest Hits II,Who Wants To Live Forever,297
"Vinicius, Toquinho & Quarteto Em Cy",Angel Dust,A Small Victory,297
Vinícius De Moraes,The Cream Of Clapton,Let It Grow,297
Banda Black Rio,Heart of the Night,When Evening Falls,298
"Chicago Symphony Chorus, Chicago Symphony Orchestra & Sir Georg Solti",Transmission,Alarum,298
Creedence Clearwater Revival,King For A Day Fool For A Lifetime,Take This Bottle,298
Eric Clapton,One By One,Burn Away,298
Eric Clapton,One By One,Have It All,298
Gilberto Gil,Cidade Negra - Hits,Onde Você Mora?,298
Gonzaguinha,Cássia Eller - Coleção Sem Limite [Disc 2],Woman Is The Nigger Of The World (Ao Vivo),298
Gustav Mahler,Zooropa,"Stay (Faraway, So Close!)",298
James Brown,Use Your Illusion I,Dust N' Bones,298
Jorge Ben,Supernatural,Smooth,298
Karsh Kale,Maquinarama,Rebelião,298
"Mela Tenenbaum, Pro Musica Prague & Richard Kapp",Revelations,Moth,298
Os Cariocas,Into The Light,Midnight Blue,298
Sandra De Sá,Sambas De Enredo 2001,Mangueira,298
The Police,Greatest Hits,So Beautiful,298
Aaron Goldberg,Rotten Apples: Greatest Hits,Cherub Rock,299
Berliner Philharmoniker & Herbert Von Karajan,Ao Vivo [IMPORT],Camarão que Dorme e Onda Leva,299
Billy Cobham,Audioslave,Getaway Car,299
Black Label Society,Out Of Exile,#1 Zero,299
Cake,Retrospective I (1974-1980),The Spirit Of Radio,299
Frank Zappa & Captain Beefheart,Minha Historia,Queixa,299
Luciana Souza/Romero Lubambo,Judas 0: B-Sides and Rarities,Winterlong,299
Maurizio Pollini,The Best Of 1980-1990,With Or Without You,299
Sir Georg Solti & Wiener Philharmoniker,My Generation - The Very Best Of The Who,Who Are You (Single Edit Version),299
Various Artists,Prenda Minha,Linha Do Equador,299
Xis,Ten,Garden,299
Yo-Yo Ma,Beyond Good And Evil,Breathe,299
Academy of St. Martin in the Fields Chamber Ensemble & Sir Neville Marriner,The Police Greatest Hits,King Of Pain,300
Antônio Carlos Jobim,Jagged Little Pill,Forgiven,300
Bruce Dickinson,Alcohol Fueled Brewtality Live! [Disc 1],Stronger Than Death,300
Chico Science & Nação Zumbi,Body Count,Voodoo,300
"Equale Brass Ensemble, John Eliot Gardiner & Munich Monteverdi Orchestra and Choir",Muso Ko,I Ka Barra (Your Work),300
Lulu Santos,Killers,Killers,300
Mötley Crüe,Rock In Rio [CD2],The Number Of The Beast,300
R.E.M. Feat. KRS-One,Jota Quest-1995,Vou Pra Ai,300
The 12 Cellists of The Berlin Philharmonic,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Instinto Colectivo,300
Yo-Yo Ma,Beyond Good And Evil,Ashes And Ghosts,300
Dhani Harrison & Jakob Dylan,Nevermind,Smells Like Teen Spirit,301
Foo Fighters,Roda De Funk,Zambação,301
"Mela Tenenbaum, Pro Musica Prague & Richard Kapp",Revelations,Show Me How to Live (Live at the Quart Festival),301
Otto,New Adventures In Hi-Fi,Binky The Doormat,301
Vinícius De Moraes,The Cream Of Clapton,White Room,301
Vinícius E Qurteto Em Cy,Unplugged,Drão,301
Academy of St. Martin in the Fields Chamber Ensemble & Sir Neville Marriner,The Police Greatest Hits,Walking on the Moon,302
Black Eyed Peas,Arquivo Os Paralamas Do Sucesso,Alagados,302
Djavan,In Your Honor [Disc 2],What If I Do?,302
James Levine,Pop,Please,302
Nega Gizza,Vs.,Indifference,302
Royal Philharmonic Orchestra & Sir Thomas Beecham,No Security,Wainting On A Friend,302
The Doors,Mais Do Mesmo,Tempo Perdido,302
U2,Kill 'Em All,Phantom Lord,302
Vinícius E Qurteto Em Cy,Unplugged,Tempo Rei,302
Berliner Philharmoniker & Hans Rosbaud,Rattle And Hum,Heartland,303
Billy Cobham,Audioslave,Light My Way,303
"Emanuel Ax, Eugene Ormandy & Philadelphia Orchestra",How To Dismantle An Atomic Bomb,Crumbs From Your Table,303
Faith No More,The Colour And The Shape,Walking After You,303
James Brown,Use Your Illusion I,Back off Bitch,303
Os Paralamas Do Sucesso,The X Factor,Lord Of The Flies,303
Santana Feat. Rob Thomas,Machine Head,Pictures Of Home,303
The Police,Greatest Hits,Thrill Me,303
Azymuth,Acústico MTV [Live],Extra,304
Gene Krupa,Djavan Ao Vivo - Vol. 02,Cigano,304
Judas Priest,Dance Of Death,New Frontier,304
Michele Campanella,Temple of the Dog,Call Me a Dog,304
Mundo Livre S/A,Green,I Remember California,304
The 12 Cellists of The Berlin Philharmonic,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Tres Reis,304
UB40,Load,Ain't My Bitch,304
Vinícius De Moraes,The Cream Of Clapton,Bell Bottom Blues,304
Cake,Retrospective I (1974-1980),Finding My Way,305
Nirvana,Seventh Son of a Seventh Son,The Prophecy,305
Pedro Luís & A Parede,Garage Inc. (Disc 1),Whiskey In The Jar,305
Raimundos,Living After Midnight,You've Got Another Thing Comin',305
Regina Spektor,Live On Two Legs [Live],Corduroy,305
Sandra De Sá,Sambas De Enredo 2001,Salgueiro,305
"Britten Sinfonia, Ivor Bolton & Lesley Garrett",Tangents,Fire In The Head,306
Eric Clapton,One By One,Halo,306
Jackson Browne,Compositores,Mãe Terra,306
Karsh Kale,Maquinarama,Ali,306
Santana Feat. Maná,Stormbringer,Hold On,306
Alice In Chains,Big Ones,Angel,307
Battlestar Galactica (Classic),Milton Nascimento Ao Vivo,Um Gosto De Sol,307
Charles Dutoit & L'Orchestre Symphonique de Montréal,Quiet Songs,Despertar,307
James Levine,Pop,Do You Feel Loved,307
Jimi Hendrix,A Matter of Life and Death,The Pilgrim,307
Milton Nascimento & Bebeto,Da Lama Ao Caos,Banditismo Por Uma Questa,307
O Terço,Somewhere in Time,Wasted Years,307
Rush,Coda,Darlene,307
Sandra De Sá,Sambas De Enredo 2001,Grande Rio,307
Santana Feat. Everlast,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Bad Attitude,307
The Rolling Stones,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Casa,307
Various Artists,Prenda Minha,Atrás Da Verd-E-Rosa Só Não Vai Quem Já Morreu,307
"Anne-Sophie Mutter, Herbert Von Karajan & Wiener Philharmoniker",Live [Disc 1],Cosmic Fiend,308
Antal Doráti & London Symphony Orchestra,"The Best Of Van Halen, Vol. I",Humans Being,308
BackBeat,Plays Metallica By Four Cellos,Creeping Death,308
"Emanuel Ax, Eugene Ormandy & Philadelphia Orchestra",How To Dismantle An Atomic Bomb,Sometimes You Can't Make It On Your Own,308
Heroes,Black Album,The God That Failed,308
Otto,New Adventures In Hi-Fi,The Wake-Up Bomb,308
The Doors,Mais Do Mesmo,Pais E Filhos,308
The Postal Service,Tribute,Believer,308
Yo-Yo Ma,Beyond Good And Evil,True Believers,308
Alice In Chains,Big Ones,Cryin',309
Black Label Society,Out Of Exile,The Curse,309
Dread Zeppelin,Miles Ahead,The Meaning Of The Blues/Lament (Alternate Take),309
Jack's Mannequin & Mick Fleetwood,The Beast Live,Killers,309
Otto,New Adventures In Hi-Fi,Undertow,309
Pearl Jam,The Return Of The Space Cowboy,The Kids,309
Sir Georg Solti & Wiener Philharmoniker,My Generation - The Very Best Of The Who,Baba O'Riley,309
The Police,Greatest Hits,Crystal Ball,309
Alberto Turco & Nova Schola Gregoriana,Core,Dead And Bloated,310
Alice In Chains,Big Ones,What It Takes,310
Amy Winehouse,Un-Led-Ed,Your Time Is Gonna Come,310
Banda Black Rio,Heart of the Night,Believe,310
Os Paralamas Do Sucesso,The X Factor,Look For The Truth,310
R.E.M. Feat. Kate Pearson,Jorge Ben Jor 25 Anos,Engenho De Dentro,310
"Vinicius, Toquinho & Quarteto Em Cy",Angel Dust,Smaller And Smaller,310
Eric Clapton,One By One,Tired Of You,311
Gene Krupa,Djavan Ao Vivo - Vol. 02,Eu Te Devoro,311
João Gilberto,Na Pista,Noite Do Prazer,311
Santana Feat. Lauryn Hill & Cee-Lo,Purpendicular,A Castle Full Of Rascals,311
U2,Kill 'Em All,Metal Militia,311
Whitesnake,Ride The Lightning,For Whom The Bell Tolls,311
Ben Harper,Blizzard of Ozz,I Don't Know,312
Jorge Vercilo,BBC Sessions [Disc 1] [Live],Travelling Riverside Blues,312
Judas Priest,Dance Of Death,Gates Of Tomorrow,312
Nicolaus Esterhazy Sinfonia,A-Sides,Outshined,312
Os Paralamas Do Sucesso,The X Factor,Judgement Of Heaven,312
Raul Seixas,Unplugged [Live],"2,000 Man",312
Sabotage E Instituto,By The Way,Dosed,312
Santana Feat. Lauryn Hill & Cee-Lo,Purpendicular,Rosa's Cantina,312
Scholars Baroque Ensemble,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",Fire Woman,312
Van Halen,Master Of Puppets,Battery,312
Djavan,In Your Honor [Disc 2],Still,313
Nando Reis,Chill: Brazil (Disc 2),Tarde Em Itapoã,313
Paul D'Ianno,Synkronized,Were Do We Go From Here,313
The Office,...And Justice For All,Dyers Eve,313
Velvet Revolver,ReLoad,Slither,313
Alberto Turco & Nova Schola Gregoriana,Core,Plush,314
Ed Motta,Greatest Kiss,Black Diamond,314
"Hilary Hahn, Jeffrey Kahane, Los Angeles Chamber Orchestra & Margaret Batjer",Live [Disc 2],Lickin',314
Karsh Kale,Maquinarama,A Última Guerra,314
Marillion,Live After Death,Die With Your Boots On,314
Planet Hemp,Surfing with the Alien (Remastered),Crushing Day,314
Santana Feat. The Project G&B,Slaves And Masters,Truth Hurts,314
Titãs,Seek And Shall Find: More Of The Best (1963-1981),Ego Tripping Out,314
Zeca Pagodinho,St. Anger,Purify,314
Academy of St. Martin in the Fields Chamber Ensemble & Sir Neville Marriner,The Police Greatest Hits,Wrapped Around Your Finger,315
"Academy of St. Martin in the Fields, Sir Neville Marriner & Thurston Dart",20th Century Masters - The Millennium Collection: The Best of Scorpions,Wind of Change,315
Antal Doráti & London Symphony Orchestra,"The Best Of Van Halen, Vol. I",Can't Get This Stuff No More,315
Banda Black Rio,Heart of the Night,De La Luz,315
"Britten Sinfonia, Ivor Bolton & Lesley Garrett",Tangents,Psychopomp,315
James Levine,Pop,If You Wear That Velvet Dress,315
Jorge Vercilo,BBC Sessions [Disc 1] [Live],You Shook Me,315
Paul D'Ianno,Synkronized,Supersonic,315
R.E.M. Feat. KRS-One,Jota Quest-1995,Onibusfobia,315
Rodox,Os Cães Ladram Mas A Caravana Não Pára,ZeroVinteUm,315
Velvet Revolver,ReLoad,Attitude,315
Alice In Chains,Big Ones,Crazy,316
Banda Black Rio,Heart of the Night,As We Sleep,316
Cássia Eller,The Real Thing,Falling To Pieces,316
David Coverdale,"Chronicle, Vol. 2",Born On The Bayou,316
Djavan,In Your Honor [Disc 2],Over And Out,316
"Edson, DJ Marky & DJ Patife Featuring Fernanda Porto",The Essential Miles Davis [Disc 2],Black Satin,316
Funk Como Le Gusta,Quanta Gente Veio Ver (Live),A Novidade (Live),316
